English,Hausa
Ali doesn't know why Mary doesn't like him.,Ali bai san me yasa Mary ba ta son shi ba.
Ali doesn't know why Mary isn't here today.,Ali bai san me yasa Mary yau ba ta nan wajen ba.
Ali doesn't like Mary's living there alone.,Ali ba ya son zaman da Mary take a can ita kaɗai.
Ali doesn't like to be corrected in public.,Ali ba ya son a yi masa gyara a cikin jama'a.
Ali doesn't look anything like his brother.,Ali kwata-kwata ba ya kama da ɗan uwansa.
Ali doesn't love you as much as I love you.,Ali ba ya son ki kamar yadda nake son ki.
Ali doesn't mind helping Mary occasionally.,Ali bai damu da taimaka wa Mary lokaci-lokaci ba.
Ali doesn't need money to have a good time.,Ali ba ya buƙatar kuɗi don ya ji daɗi.
Ali doesn't remember agreeing to help Mary.,Ali bai tuna cewa ya amince zai taimaka wa Mary ba.
Ali doesn't remember exactly what happened.,Ali bai iya tuna takamaimai me ya faru ba.
Ali doesn't remember if he locked the door.,Ali bai iya tuna cewa ko ya rufe ƙofa ba.
Ali doesn't remember where he put his keys.,Ali ba ya iya tuna inda ya ajiye mukullayensa.
Ali doesn't think he's as creative as Mary.,Ali ba ya iya tunani da basira kamar Mary.
Ali doesn't want me to see what he's doing.,Ali ba ya son na ga me yake aikatawa.
Ali doesn't want to be seen talking to you.,Ali ba ya son a gan shi yana magana da ke.
Ali doesn't want to live like this anymore.,Ali ba ya so ya yi rayuwa irin haka gabaɗaya.
Ali doesn't want to play the piano anymore.,A yanzu kuma Ali ba ya son buga fiyano.
Ali doesn't want to take that kind of risk.,Ali ba ya son ɗaukar irin wannan kasadar.
Ali doesn't want to talk to Mary right now.,A halin yanzu Ali ba ya son yi wa Mary magana.
Ali drew a circle in the sand with a stick.,Ali ya zana da'ira a kan yashi da sanda.
Ali dropped Mary off at her friend's house.,Ali ya sauke Mary a gidan ƙawarta.
Ali eats nothing but fruits and vegetables.,Ali ba ya cin komai sai kayan marmari da kayan lambu.
Ali eventually learned what Mary was up to.,A ƙarshe dai Ali ya fahimci abin da Mary ke nufi.
Ali explained the reasons for his decision.,Ali ya yi bayanin dalilan yanke hukuncinsa.
Ali fell off the roof and broke three ribs.,Ali ya faɗo daga saman rufi ya karya ƙashin haƙarƙarinsa guda uku.
Ali finds Mary's mother quite intimidating.,Ali yana ganin mahaifiyar Mary wata abar tsoro.
Ali finished eating then washed the dishes.,Ali ya gama cin abinci sannan ya wanke kwanuka.
Ali finished the bottle of wine by himself.,Ali ya gama shanye kwalbar tsimin inibin shi kaɗai.
Ali flipped the page and continued reading.,Ali ya juya shafin ya cigaba da karatu.
Ali found Mary where he expected her to be.,Ali ya samu Mary a inda yake tsammanin take.
Ali glared at Mary with hatred and disgust.,Ali ya kalli Mary cikin tsana  da ƙyama.
Ali goes jogging in the park every morning.,Ali yana fita gudun motsa jiki a wajen shaƙatawa a duk safiya.
Ali got into his car and quickly drove off.,Ali ya shiga cikin motarsa ta tuƙa ta da sauri.
Ali got out of bed and turned on the light.,Ali ya tashi daga kan gado ya kunna fitila.
Ali got out of his car and opened the gate.,Ali ya fito daga cikin motarsa ya buɗe ƙofa.
Ali graduated from a very elite university.,Ali ya kammala karatu ne daga babbar jami'a mai daraja.
Ali had expected something quite different.,Ali ya sa ran wani abu daban ne.
Ali had no appetite because of his illness.,Ali ba ya sha'awar cin abinci saboda rashin lafiyarsa.
Ali had no idea why Mary wanted to see him.,Ali bai san dalilin da ya sa Mary take son ganin sa ba.
Ali had no right to treat Mary like he did.,Ali ba shi da 'yancin mu'amalantar Mary irin yadda yake yi.
Ali had other things he wanted to be doing.,Ali yana da wasu abubuwan da yake so ya dinga yi.
Ali had to stay in the hospital for a week.,Dole Ali ya zauna a asibitin tsawon mako guda.
Ali has a drawer full of letters from Mary.,Ali yana da wata durowa cike da wasiƙu daga Mary.
Ali has a reputation for always being late.,Ali ya yi ƙaurin suna wajen makara a kodayaushe.
Ali has a room at the hotel near the river.,Ali yana da ɗaki a wani otal da yake kusa da kogi.
Ali has a son who is a construction worker.,Ali yana da ɗa wanda yake aikin gine-gine.
Ali has already achieved many of his goals.,Ali ya cimma manufofinsa da dama.
Ali has already drunk three cups of coffee.,Tuni Ali ya shanye kofi uku na kofi.
Ali has been arrested at least three times.,An kama Ali aƙalla sau uku.
Ali has been doing this since he was a kid.,Ali ya kasance yana yin hakan tun yana yaro.
Ali has been refusing to take his medicine.,Ali yana ƙin shan maganinsa.
Ali has been taken into protective custody.,An ɗauke Ali zuwa wani waje don ba shi kariya
Ali has borrowed Mary's car for a few days.,Ali ya ari motar Mary na 'yan wasu kwanaki.
Ali has called in sick the last three days.,Ali yana kwance ba lafiya kwana uku da suka gabata.
Ali has changed his email address recently.,Ali ya canja adireshin imel ɗinsa kwanan nan.
Ali has gained weight since I last saw him.,Ali ya yi ƙiba tun ganinsa da na yi na ƙarshe.
Ali has just returned from the post office.,Yanzun nan Ali ya dawo daga gidan waya.
Ali has never been good at keeping secrets.,Ali ba shi da riƙe sirri.
Ali has other things on his mind right now.,A halin yanzu Ali yana da wasu abubuwan a cikin ransa.
Ali has something in his suitcase for Mary.,Ali yana da wani abu a cikin jakarsa na Mary.
Ali has to take medicine every three hours.,Ali zai dinga shan magani duk bayan sa'a uku.
Ali has told us everything we need to know.,Ali ya shaida mana duk abinda muke buƙatar sani.
Ali has trouble concentrating on one thing.,Ali yana da matsala wajen mayar da hankali a kan abu ɗaya.
Ali has what it takes to be a good teacher.,Ali yana da duk abin da ake buƙata na zama malami nagari.
Ali hasn't done what he was supposed to do.,Ali bai aikata abin da ya kamata ya yi ba.
Ali hasn't heard from Mary since last June.,Ali bai sake jin komai daga Mary ba tun watan Yuni da ya gabata.
Ali hasn't yet told us what he wants to do.,Har yanzu Ali bai faɗa mana abin da yake son aikatawa ba.
Ali hopped into the car and put it in gear.,Ali ya shiga cikin motar ya saka mata giya.
Ali inherited all of his father's property.,Ali ya gaji dukkanin kadarorin mahaifinsa.
Ali is a little younger than your daughter.,Ali ya fi 'yarka yarinta da kaɗan.
"Ali is allergic to bees, hornets and wasps.","Ƙudan zuma, rina da kuma zanzaro suna iya saka Ali rashin lafiya."
Ali is arriving soon. You should get ready.,Ali yana isowa da wuri. Ya kamata ka shirya.
Ali is deeply grateful for all Mary's help.,Ali yana matuƙar godiya da dukkanin taimakon da Mary ta yi.
Ali is facing up to thirty years in prison.,Ali zai fuskanci hukunci zama shekaru talatin a gidan yari.
Ali is fatter now than when I last saw him.,Yanzu Ali ya fi ƙiba fiye da ganin ƙarshe da na yi masa.
Ali is going through a very difficult time.,Ali yana fuskantar ƙalubale sosai.
Ali is going to buy a new car next weekend.,Ali zai siyi sabuwar mota a ƙarshen mako mai zuwa.
Ali is helping Mary carry in her suitcases.,Ali yana taimaka wa Mary wajen ɗaukar jakunkunanta
Ali is looking for a place to park his car.,Ali yana neman wajen da zai ajiye motarsa.
Ali is obviously very good at what he does.,Ba shakka Ali ya ƙware a abin da yake aikatawa.
Ali is old enough to be Mary's grandfather.,Ali ya yi girman da zai iya zama kakan Mary.
Ali is old enough to know right from wrong.,Ali ya kai girman da ya san daidai da kuskure.
Ali is one of the richest men in the world.,Ali yana ɗaya daga cikin waɗanda suka fi kowa kuɗi a duniya.
Ali is only pretending he's not interested.,Ali kawai yana nuna cewa ba shi da sha'awa ne.
Ali is pretty sure everything will go well.,Ali yana da tabbacin cewa komai zai tafi daidai.
Ali is still just as poor as he used to be.,Har yanzu Ali yana nan a talakansa kamar yadda yake.
Ali is the only one still in the classroom.,Har yanzu Ali ne kaɗai a cikin ajin.
Ali is the only one who can save the world.,Ali ne kaɗai mutumin da zai ceto duniya.
Ali is the only person who can do this job.,Ali ne kaɗai mutumin da zai iya wannan aikin.
Ali is used to sitting all day at his desk.,Ali ya saba zama tsawon yini  a kan teburinsa.
Ali is using the Internet to learn Spanish.,Ali yana amfani da yanar gizo wajen koyon Sifaniyanci.
"Ali is young, but he knows what he's doing.","Ali matashi ne, amma ya san me yake yi."
Ali isn't accustomed to walking barefooted.,Ali bai saba tafiya ba takalmi ba.
"Ali isn't here yet, but we expect him soon.","Har yanzu Ali ba ya nan, amma muna sa ran zuwansa da wuri."
Ali isn't sure yet whether he'll go or not.,Har yanzu Ali ba shi da tabbacin cewa ko zai je ko ba zai je ba.
Ali isn't the only one who thinks that way.,Ba Ali ne kaɗai yake tunani irin haka ba.
Ali isn't very different from anybody else.,Ali bai bambanta da kowa ba.
Ali just stood there staring like an idiot.,Ali ya zauna a can kawai yana kallo kamar wani wawa.
Ali just stood there without saying a word.,Ali ya zauna a can kawai ba tare da cewa uffan ba.
Ali keeps a spare key hidden in his garden.,Ali ya ɓoye safayar mukulli a lambunsa.
Ali kept looking at you. Didn't you notice?,"Ali ya ƙura miki ido, ba ki kula ba?"
Ali knows Mary would never do such a thing.,Ali ya san cewa Mary ba za ta taɓa yin irin wannan abin ba.
Ali knows how to make good use of his time.,Ali ya san yadda yake iya amfani da lokacinsa yadda ya dace.
Ali knows you're the one that started this.,Ali  ya san cewa kai ne ka fara hakan.
Ali learned to ride a bike when he was ten.,Ali ya koyi tuƙa keke yana ɗan shekara goma.
Ali learned to swim when he was very young.,Ali ya koyi iyo tun yana ƙaramin yaro.
Ali left a message on my answering machine.,Ali ya bar saƙo a cikin injin amsa kiran wayata.
Ali left everything to his three grandsons.,Ali ya bar komai nasa ga jikokinsa maza guda uku.
Ali left the office immediately after work., Ali ya bar ofishin nan take bayan ya tashi daga aiki.
Ali left to go fishing shortly before dawn.,Ali ya tafi domin zuwa kamun kifi kafin asuba.
Ali liked to listen to Mary play the piano.,Ali yana son sauraron Mary tana kaɗa fiyano.
Ali likes to observe the people walking by.,Ali yana son ya dinga lura da mutanen da suke wucewa.
Ali lived in an interesting part of Boston.,Ali yana zaune a wani ɓangare mai ban sha'awa na Boston.
Ali lives in a house without running water.,Ali yana zaune a gidan da babu ruwan famfo.
Ali lives in the same part of town as Mary.,Ali yana zaune a yankin gari inda Mary take.
Ali lives just a few blocks away from here.,Inda Ali yake zaune daga nan gidaje kaɗan ne.
Ali looked at the man who had just come in.,Ali ya kalli mutumin ya zo yanzun nan.
Ali looked up at Mary and smiled nervously.,Ali ya ɗaga ido ya kalli Mary sannan ya yi murmushi a tsorace.
Ali lost his job during the last recession.,Ali ya rasa aikinsa lokacin da aka samu karayar tattalin arziƙi da ta gabata.
"Ali loved Mary, who didn't love him at all.","Ali yana son Mary, wacce ba ta son shi kwata-kwata."
Ali makes a living as a traveling salesman.,Ali yana samun na cin abincinsa ne a matsayin matafiyi mai sayar da kayayyaki.
Ali managed to finish his homework quickly.,Ali ya yi ƙoƙari ya gama aikin gidansa da wuri.
Ali managed to finish the work before 2:30.,Ali ya yi ƙoƙari ya gama aikin kafin ƙarfe 2:30
Ali managed to put out the fire by himself.,Ali ya yi ƙoƙari ya kashe wutar da kansa.
"Ali may not want to do that, but he should.","Ba dole Ali ya so aikata hakan ba, amma ya kamata ya yi."
Ali may use my video camera if he wants to.,Ali zai iya yin amfani da kyamarata idan yana so.
"Ali meant it as a joke, but nobody laughed.","Ali ya yi maganar ne a matsayin raha, amma babu wanda ya yi dariya."
Ali missed a step and fell down the stairs.,Ali ya harɗe a matattakalar bene ya faɗo ƙasa.
Ali missed the opportunity for a promotion.,Ali ya rasa damar samun ƙarin girma.
Ali must have heard our voices and escaped.,Dole Ali ya ji muryarmu ne sai ya tsere.
Ali needs to make an urgent telephone call.,Ali yana buƙatar yin kiran waya na gaggawa.
Ali never listens to what the teacher says.,Ali ba ya taɓa sauraron abin da malamin ya faɗa.
Ali never quarrels with his wife in public.,Ali ba ya taɓa yin musu da matarsa a cikin jama'a.
Ali never said anything about the accident.,Ali bai ce komai ba dangane da hatsarin.
Ali never told anybody about what happened.,Ali bai taɓa faɗa wa kowa abin da ya faru ba.
Ali noticed that Mary's hands were shaking.,Ali ya lura cewa hannayen Mary suna karkarwa.
Ali objected to being treated like a child.,Ali ya ƙalubalanci yadda ake mu'amalantarsa kamar yaro.
Ali offered to pay Mary to clean his house.,Ali ya ce zai biya Mary kuɗi domin ta share gidansa.
Ali only spent three dollars for his lunch.,Ali ya kashe dala uku ne kaɗai na abincin ranarsa.
Ali only wears a suit on special occasions.,Ali yana sanya kwat ne kawai a lokacin taruka na musamman.
"Ali opened the door, expecting to see Mary.","Ali ya buɗe ƙofa, yana sa ran ganin Mary."
Ali opened the windows to air out the room.,Ali ya buɗe tagogi domin iska ta fita ɗakin.
Ali overheard Mary and John's conversation., Ali ya ji tattaunawar Mary da Johnson.
Ali overpowered the guard and took his gun.,Ali ya fi ƙarfin mai gadin ya kuma ƙwace bindigarsa.
Ali persuaded Mary to sing a duet with him.,Ali ya gamsar da Mary a kan su rera waƙa tare da shi.
Ali picked up a piece of the broken mirror.,Ali ya ɗauki guntun madubin da ya fashe.
Ali picked up the book and started reading.,Ali ya ɗauki littafin sai ya fara karatu.
Ali played the accordion while Mary danced.,Ali ya yi kiɗa da accordion yayin da Mary kuma ta yi rawa.
Ali plays golf three or four times a month.,Ali yana yin ƙwallon golf sau uku zuwa huɗu a wata.
Ali pointed at something across the street.,Ali ya yi nuni zuwa ga wani abu a kan titi.
Ali probably didn't know about the meeting.,Da yiwuwar Ali bai san da maganar Taron ba.
Ali promised Mary that he wouldn't be late.,Ali ya yi wa Mary alƙawari cewa ba zai makara ba.
Ali pushed the wheelchair into Mary's room.,Ali ya tura kujerar guragu cikin ɗakin Mary.
Ali put on his glasses and opened the book.,Ali ya sanya tabarau ɗinsa ya kuma buɗe littafin.
Ali put the cork back into the wine bottle.,Ali ya mayar da murfin tsimin inibin jikin kwalba.
Ali put three hundred dollars on the table.,Ali ya ajiye dala ɗari uku a kan teburi.
Ali puts honey in his tea instead of sugar.,Ali ya sanya zuma cikin shayinsa maimakon sukari.
Ali realized that he might need more money.,Ali ya gano cewa zai iya buƙatar ƙarin kuɗi.
Ali received a microscope for his birthday.,Ali ya karɓi kyautar makirfo saboda murnar zagayowar haihuwarsa.
Ali received only one per cent of the vote.,Ali ya samu kaso ɗaya cikin ɗari ne kawai na ƙuri'ar.
Ali refused Mary's offer to drive him home.,Ali ya ƙi amincewa da tayin da Mary ta yi masa na tuƙa shi zuwa gida.
Ali returned one day earlier than expected.,Ali ya dawo kwana ɗaya kafin ranar da ake tsammanin dawowarsa.
Ali said he didn't enjoy watching baseball.,Ai ya ce ba ya jin daɗin kallon ƙwallon baseball.
Ali said he didn't know why Mary was angry.,Ali ya ce bai san me ya sa Mary take fushi ba.
Ali said he didn't like the concert at all.,Ali ya ce sam ba ya son gidan kaɗe-kaɗen.
Ali said he knew where the body was buried.,Ali ya ce ya san inda aka binne gawar.
Ali said he only needed a few more minutes.,Ali ya ce yana buƙatar ƙarin 'yan mintuna ne kaɗan kawai.
Ali said he thought that house was haunted.,Ali ya ce ya yi zaton gidansa akwai fatalwa.
Ali said he wanted to be there before 2:30.,Ali ya ce yana son ya kasance a can kafin ƙarfe 2:30.
Ali said that he thought Mary was an idiot.,Ali ya ce ya yi zaton cewa Mary wawuya ce.
Ali said that he wanted to teach me French.,Ali ya ce yana son ya koya min Faransanci.
Ali sat on the porch reading the newspaper.,Ali ya zauna a baranda yana karanta jarida.
Ali saved all of the letters Mary sent him.,Ali ya ajiye dukkanin wasiƙun da Mary ta aiko masa.
Ali saw Mary talking to the French teacher.,Ali ya ga Mary tana yi wa malamin faransancinsu magana.
Ali says that he believes everything I say.,Ali ya ce ya yarda da duk abin da na faɗa.
Ali says that he doesn't feel like jogging.,Ali ya ce ba ya jin son yin sassarfa.
Ali seems to think this is a good computer.,Kamar dai Ali yana ganin wannan kwamfuta ce mai kyau.
Ali sensed danger and was suddenly worried.,"Ali ya ji tsoron afkuwar haɗari, nan take kuma ya shiga damuwa."
Ali set the alarm clock to go off 6:00 a.m.,Ali ya saita alam ya buga da ƙarfe 6:00 na safe.
Ali should've sung the song Mary requested.,Ya kamata a ce Ali ya rera waƙar da Mary ta buƙaci ya yi.
Ali shouldn't have told Mary what John did.,Bai kamata Ali ya faɗa wa Mary abin da John ya yi ba.
Ali showed Mary a photograph of his father.,Ali ya nuna wa Mary hoton mahaifinsa.
Ali showed Mary some pictures of his house.,Ali ya nuna wa Mary wasu hotunan gidansa.
Ali showed Mary the picture he was drawing.,Ali ya nuna wa Mary hotunan da yake zanawa.
Ali showed her the letter from Santa Claus.,Ali ya nuna mata wasiƙar daga wajen Santa Claus.
Ali sits at his computer eight hours a day.,Ali yana zama a gaban kwamfutarsa tsawon sa'a takwas a rana.
Ali slept much longer than he had intended.,Ali ya yi bacci me tsayi fiye da yadda ya yi niyya.
Ali speaks French much better than English.,Ali yana magana da Faransanci da kyau sosai fiye da Turanci.
Ali spends most of his time in the library.,Ali yana kusan ƙarar da yawancin lokacinsa ne a ɗakin karatu.
Ali spent the morning painting the ceiling.,Ali ya cinye safiya yana yi wa sili fenti.
Ali spoke loud enough for everyone to hear.,Ali ya yi magana da ƙarfi son kowa ya ji.
Ali stabbed Mary repeatedly with his knife.,Ali ya caccaka wa Mary wuƙa da yawa.
Ali stared at Mary with a blank expression.,Ali ya kalli Mary fuskarsa ba ta nuna komai ba.
Ali stared into Mary's eyes and kissed her.,Ali ya kalli cikin idon Mary ya sumbace ta.
Ali still has to finish painting the fence.,Har yanzu Ali bai gama yin fentin katangar ba.
Ali suggested that we not watch that movie.,Ali ya ba da shawarar cewa kada mu kalli wannan fim ɗin.
Ali takes piano lessons three times a week.,Ali yana ɗaukar darasin fiyano sau uku a mako.
Ali takes the kids to the school every day.,Ali yana kai yara zuwa makaranta a kullum.
Ali thought Mary was probably about thirty.,Ali ya yi zaton cewa Mary wataƙila ta kai kusan shekara talatin.
Ali told Mary that he had feelings for her.,Ali ya faɗa wa Mary cewa yana son ta.
Ali told me he sleeps with the window open.,Ali yafaɗa min cewa yana kwanciya bacci taga a buɗe.
Ali told me he wanted to leave the company.,Ali ya faɗa min cewa yana son ya bar kamfanin.
Ali told me he was having trouble sleeping.,Ali ya faɗa min cewa yana samun matsala wajen bacci.
Ali told me someone was trying to kill him.,Ali ya faɗa min cewa wani yana ƙoƙarin kashe shi.
Ali told me that I shouldn't be doing this.,Ali ya faɗa min cewa bai kamata na dinga yin haka ba.
Ali told me that I was thirty minutes late.,Ali ya faɗa min cewa na makara da minti talatin.
Ali told me that he wanted to study French.,Ali ya faɗa min cewa yana son ya karanci Faransanci.
Ali took a deep breath and closed his eyes., Ali ya ja numfashi ya rufe idanunsa.
Ali took a sip of his margarita and smiled.,Ali ya zuƙi giyar margaritarsa sai ya yi murmushi.
Ali took out a pencil and started to write.,Ali ya ɗauko fensir ya fara rubutu.
Ali tore up Mary's letter after reading it.,Ali ya yaga wasiƙar Mary bayan ya gama karanta ta.
Ali translated a French novel into English.,Ali ya fassara labari na Faransanci zuwa Turanci .
"Ali tried to restart the car, but couldn't.","Ali ya yi ƙoƙarin sake kunna mota, amma ya kasa."
Ali used to be a special education teacher.,Ali ya kasance malami ne na ilimin masu buƙata ta musamman.
Ali usually eats breakfast with his family.,Yawanci Ali yana karin kumallo tare da iyalinsa.
Ali usually keeps his phone in manner mode.,Yawanci Ali yana barin wayarsa a yanayi na rashin ƙara.
Ali usually works from nine to five-thirty.,Ali yawanci yana aiki ne daga ƙarfe tara zuwa ƙarfe biyar da rabi.
"Ali walked a few steps, and then collapsed.","Ali ya yi tafiya 'yan taku kaɗan, sai kuma ya faɗi."
Ali wanted a closer look at the blueprints.,Ali yana son ya yi wa zanen tsarin kallon tsanaki.
Ali wanted to be a criminal defense lawyer.,Ali yana son ya zama lauyan da ke kare masu laifi.
"Ali wanted to get married, but Mary didn't.","Ali yana son ya yi aure, amma Mary ba ta so."
Ali wanted to help Mary do the right thing.,Ali yana son ya taimaka wa Mary ta aikata daidai.
Ali wanted to know if Mary had a boyfriend.,Ali yana so ya san ko Mary tana da saurayi.
Ali wanted to talk to Mary about something.,Ali yana so ya yi magana da Mary dangane da wani abu.
Ali wants me to stay for a couple of weeks.,Ali yana so na zauna na 'yan makwanni.
"Ali wants something, but I'm not sure what.","Ali yana son wani abu, amma ba ni da tabbacin menene."
Ali wants to discuss the problem with Mary.,Ali yana son tattauna matsalar da Mary.
Ali wants to learn how to play the trumpet.,Ali yana son ya koyi yadda ake busa kakaki.
Ali wants to see the house Mary grew up in.,Ali yana son ganin gidan da Mary ta girma.
Ali wants us to go to Boston to visit John.,Ali yana so mu je Boston domin mu ziyarci John.
Ali was a fellow student of mine at school.,Ali ɗalibi ne da muka yi karatu tare a makaranta.
Ali was alone when Mary and John walked in.,Ali shi kaɗai ne lokacin da Mary da John suka shigo.
Ali was confined to a bed for three months.,An ɗaure Ali a kan gado tsawon watanni uku.
Ali was disappointed in Mary's performance.,Ali ya yi takaicin ƙoƙarin Mary.
Ali was given full custody of the children.,An bai wa Ali cikakkiyar kulawa da yaran.
Ali was here with Mary yesterday afternoon.,Ali yana tare da Mary a nan jiya.
Ali was holding something in his left hand.,Ali yana riƙe da wani abu a hannunsa.
Ali was interrupted by a knock at the door.,Ƙwanƙwasa ƙofa ne ya katse wa Ali abin da yake yi.
"Ali was lying on the couch, reading a book.","Ali yana kwance a kan kujera, yana karanta littafi."
Ali was lying on the pier getting a suntan.,Ali yana kwance a kan dakin yana shan hantsi.
Ali was reading a letter written in French.,Ali yana karanta wata wasiƙa da aka rubuta da Faransanci.
Ali was reading a newspaper in his pajamas.,Ali yana karanta jarida sanye da kayan baccinsa.
Ali was robbed while walking late at night.,An yi wa Ali fashi yayin da yake tafiya cikin dare.
Ali was sentenced to five months in prison.,An yanke wa Ali hukuncin zama gidan yari na wata biyar.
Ali was shocked to hear that Mary had died.,Ali ya kaɗu da ya ji cewa Mary ta mutu.
"Ali was standing at the bar, having a beer.","Ali yana tsaye a mashayar, yana shan giya."
Ali was still in the classroom when I left.,Har lokacin da na tafi Ali yana cikin ajin.
Ali was supposed to go to Boston last week.,Ya kamata a ce Ali ya je Boston makon da ya wuce.
Ali was surprised how well Mary could draw.,Ali ya yi mamakin yadda Mary  ta iya zane sosai.
Ali was surprised how well Mary could swim.,Ali ya yi mamakin yadda Mary  ta iya yin iyo sosai.
Ali was surprised the police knew his name.,Ali ya yi mamakin 'yansanda sun san sunan shi
Ali wasn't able to do what he wanted to do.,Ali bai samu damar yin abin da yake son yi ba.
Ali wasn't sure if he was going to make it.,Ali ba shi da tabbacin ko zai kai labari.
Ali wasn't surprised to see Mary with John.,Ali bai yi mamakin ganin Mary tare da John ba.
Ali wasn't the only student who was absent.,Ba Ali ne kaɗai ɗalibin da ya yi fashi ba.
Ali watches TV with the kids every evening.,Ali yana kallon TV tare da yara a kowanne yammaci.
Ali waved his arms to get Mary's attention.,Ali ya ɗaga hannunsa don janyo hankalin Mary.
Ali went over to the window and looked out.,Ali ya je bakin taga ya leƙa waje.
Ali went to see Mary three days after that.,Ali ya je ya ga Mary kwana uku bayan hakan.
Ali will arrive in Boston tomorrow morning.,Ali zai iso Boston gobe da safe.
Ali will be a university student this year.,Ali zai zama ɗalibin Jami'a a wannan shekarar.
Ali will go to Boston the month after next.,Ali zai je Boston bayan wata mai zuwa.
Ali will never know it was you who told me.,Ali ba zai taɓa sanin kai ne ka faɗa min ba.
Ali will visit Boston this summer for sure.,Tabbas Ali zai kai ziyara Boston a wannan lokacin ranin.
Ali woke up the next morning feeling great.,Ali ya wayi gari washe gari yana jin garau.
Ali won't go away if you don't want him to.,Ali ba zai tafi ba idan ba ka son ya yi.
Ali wondered if Mary was going to kiss him.,Ali ya yi tunanin ko Mary za ta sumbace shi.
Ali works with mentally handicapped adults.,Ali yana aiki da baligai masu raunin hankali.
Ali would rather take a bath than a shower.,Ali ya gwammace ya yi wanka da baho maimakon ya shiga shawa.
"Ali wrote to me, telling me about his trip.","Ali ne ya rubuto mini, yake min bayani dangane da wanann tafiyar."
Ali's behavior never ceases to surprise me.,Halayyar Ali ba za ta taɓa daina ba ni mamaki ba.
Ali's body was found along a deserted road.,An samu gawar Ali a kan wata hanya mai sahara.
Ali's flight was postponed for three hours.,An ɗaga lokacin tashin jirgin Ali nan da sa'a uku.
Ali?'s girlfriend saw him with another girl.,Budurwar Ali ta gan shi tare da wata yarinyar.
Ali's great-great-grandfather was a pirate.,Kakan kakan kakan Ali ɗan fashin jirgin ruwa ne.
Ali's living room was tastefully furnished.,An matuƙar ƙawata falon Ali sosai.
Ali's meeting with his boss was very tense.,Ganawar Ali da shugabansa ta ɗau zafi sosai.
Ali's office is the third door on the left.,Ofishin Ali shi ne mai ƙofa ta uku daga hagu.
Ali's unwillingness to help surprised Mary.,Rashin niyyar taimako da Ali ke da shi ya ba wa Mary mamaki.
"Ali, I want to have a little talk with you.","Ali, ina son yi 'yar wata magana da kai."
Ali?urists from all over the world come here.,Yan yawon buɗe ido daga kowanne sashe na duniya sun zo nan.
Trade between two countries can be complex.,Kasuwanci tsakanin ƙasashe biyu ya kan iya zama mai sarƙaƙiya.
True happiness consists of desiring little.,Farinciki na haƙiƙa ya ƙunshi ƙaramin buri.
Try these shoes on and see if they fit you.,Gwada waɗannan takalman ka ga ko za su yi maka.
"Try to keep in touch with me, just in case.","Ka yi ƙoƙari ka riƙa tuntuɓa ta, idan hali ya yi."
Twelve people were injured in the accident.,Mutane goma sha biyu ne suka samu rauni a hatsarin.
Two of the enemy ships have been destroyed.,An tarwatsa jiragen ruwa guda biyu na abokan gabar.
Wash your hands before you handle the food.,Ka wanke hannunka kafin ka ɗau abincin.
We all held our breath while we watched it.,Sai da dukkaninmu muka ɗauke numfashinmu yayin da muke kallon shi.
We are expecting an addition to our family.,Muna sa ran samun ƙaruwa a cikin danginmu.
We are going to visit our aunt next Sunday.,Za mu ziyarci innarmu ranar Lahadi mai zuwa.
We are not quite satisfied with the result.,Ba mu gamsu sosai da sakamakon ba.
"We are the same age, but different heights.","Shekarunmu ɗaya, amma tsayinmu ya bambanta."
We ask that you don't smoke in the station.,Mun roƙon kada ka sha taba a tasha.
We both know what'll happen if you do that.,Dukkaninmu mu biyu mun san mai zai faru idan ka yi hakan.
We can't find anything wrong with your car.,Ba mu samu motarka da wata matsala ba.
We can't have a press conference on Friday.,Ba za mu iya gudanar da taron manema labarai ba ranar Juma'a.
We could not resist the force of his logic.,Ba za mu iya jure wa ƙarfin dabararsa ba.
We couldn't have done it without your help.,"Ba don taimakonka ba, da ba mu iya aiwatarwa ba."
We couldn't row against the strong current.,Ba za mu iya tuƙawa ba a wannan igiyar ruwan mai ƙarfi.
We did everything we could to save the boy.,Mun yi iya bakin ƙoƙarinmu don mu tseratar da yaron.
We did not get your letter until yesterday.,Ba mu samu wasiƙarka ba sai jiya.
We don't even know what we're fighting for.,Ba mu ma san a kan me muke fafutuka ba.
We don't have a choice. We have to do this.,"Ba mu da zaɓi, dole mu yi wannan ɗin."
We don't know what they want to use it for.,Ba mu san amfanin me za su yi da shi ba.
We don't need to do everything on the list.,Ba ma buƙatar mu yi duk abin da yake cikin jerin lissafin.
We found out that what he said wasn't true.,Mun gano cewa abin da ya faɗa ba gaskiya ba ne.
We get paid better than a lot of people do.,Ana biyan mu da kyau fiye da yadda ake biyan mutane da dama.
We got an interesting piece of information.,Mun samu wani muhimmin bayani mai ƙayatarwa.
We had an examination in mathematics today.,Muna da jarrabawar lissafi a yau.
We have a lot of things we need to discuss.,Muna da abubuwa da dama da muke buƙatar mu tattauna su.
We have better weapons than the enemy does.,Muna da makamai masu kyau fiye da waɗanda abokan gaba ke da shi.
We have lobsters only on special occasions.,Muna cin kifin lobster ne kaɗai a lokuta na musamman.
We have no classes on Wednesday afternoons.,Ba mu da ajujuwa a yammacin ranar Laraba.
We have not heard from him since last year.,Ba mu ji ɗuriyarsa ba tun shekarar da ta gabata.
