english,twi
Doctors in public hospitals are not well paid.,Nnuruyɛfo a wɔwɔ ɔman ayaresabea ahorow no nnya akatua pa.
"Farmers grow mangoes, apples, avocados and cocoa and acquired income from selling fruits.","Akuafo no dua mango, aprɛ, paya ne cocoa, na wonya wɔn ho sika fi nnuaba a wɔtɔn no mu."
Some teachers complain that they are poorly paid by the government.,Akyerɛkyerɛfoɔ binom nwiinwii sɛ aban no ntua wɔn ka yiye.
Money extortion issues are very common these days.,Sika a wɔde ahoɔden anaa ahunahuna gye ho nsɛm abu so kɛse nnansa yi.
There was poor accountability of the food relief that was distributed.,Waɔmmu nnuane a wɔkyekyɛeɛ no ho akontaa yie.
Medicine and surgery students require more money compared to the rest.,Aduroyɛ ne oprehyɛn ho adesuafo hwehwɛ sika pii sɛ wɔde toto wɔn a aka no ho a.
The village leaders have ensured the availability of regular water supply.,Akuraa no ase akannifo ahwɛ ahu sɛ wobenya nsu a wɔde ma daa.
All pensioners should be given their money without fail,Ɛsɛ sɛ aban adwumayɛfoɔ a wɔwɔ ahomegyeɛ mu no nya wɔn sika wɔ berɛ nkuguo biara nni mu.
The judgment creditor is the person who is owed money under a court judgment.,Onipa atɛmmuo no ma no biribi ne onipa a obi de no ka wɔ atɛmmuo bi mu.
Availability of ready market for agriculture products encourages farmers.,Guadi a wɔasiesie a wɔde besi kuayɛ mu nneɛma a wobenya no hyɛ akuafo nkuran.
People should put on life jackets when using water transport.,Ɛsɛ sɛ nkorɔfoɔ hyɛ nkwagyeɛ ntadeɛ berɛ a wɔde nsuo mu kaa redi dwuma no.
Some sports team players are paid a monthly salary.,Wotua agumadi kuo mu agodifoɔ binom akatua ɔsram biara.
"Last year, many people deliberately refused to pay taxes in our district.","Afe a etwaam no, nnipa pii hyɛɛ da powee sɛ wobetua toɔ wɔ yɛn mantam no mu."
Some youths deliberately refuse to pay back the money.,Mmabunu binom hyɛ da pow sɛ wobetua sika no.
Swindle is to get money dishonestly from someone by cheating or deceiving them.,Nsisi ne sɛ wubenya sika afi obi hɔ wɔ nokwaredi mu denam nsisi anaa nnaadaa a wobɛdaadaa no so.
Road construction works are expensive to the districts.,Akwan a wɔyɛ no bo yɛ den ma amansin no
Fish is highly perishable and needs proper preservation.,Mpataa tumi sɛe ntɛmntɛm na ehia sɛ wɔkora so yiye.
Local leaders should prioritize the safety of market vendors by implementing measures to protect their health and well-being.,Ɛsɛ sɛ mpɔtam hɔ akannifoɔ de dwa so adetɔnfoɔ ahobammɔ di kan denam nneɛma a wɔde begu akwan mu de abɔ wɔn akwahosan ne wɔn yiyedi ho ban no so.
Farmers now sell their crops to earn money.,Mprempren akuafo tɔn wɔn nnɔbae de nya sika.
Criminals are now fond of kidnapping people with aim of asking for money.,Mprempren nsɛmmɔnedifo ani gye ho sɛ wɔbɛkyere nkurɔfo a wɔn botae ne sɛ wɔbɛsrɛ sika.
